"B","j","proj_lambda","proj_cv_lambda","delta_lambda","psi_proj","psi_proj_cv","psi_delta","se_proj","se_proj_cv","se_delta","lower_proj","upper_proj","lower_proj_cv","upper_proj_cv","lower_delta","upper_delta"
5,2,0.920783806372554,0.920783806372554,0.920783806372554,9.62843276912363,9.640667110234,9.84760783632712,1.65862087501186,1.66086911925864,1.72086468940076,6.37753585410038,12.8793296841469,6.38536363648706,12.8959705839809,6.47471304510162,13.2205026275526
5,3,0.87893276129213,0.87893276129213,0.87893276129213,11.0273697811435,11.0307352062293,11.2918140437384,1.9363088631074,1.93692503348021,2.00756344906943,7.23220440945295,14.822535152834,7.23436214060806,14.8271082718505,7.35698968356235,15.2266384039145
5,4,0.838983910800927,0.838983910800927,0.838983910800927,12.3611969974838,12.4035774260375,12.6711563425797,2.20150031598376,2.20960086352601,2.28233831178789,8.04625637815562,16.676137616812,8.07275973352654,16.7343951185485,8.19777325147546,17.144539433684
5,5,0.800850797219135,0.800850797219135,0.800850797219135,13.6333517900372,13.6676959326061,13.9888185816712,2.4545684879799,2.46101526437789,2.54533252636168,8.82239755359656,18.4443060264778,8.84410601442547,18.4912858507868,8.99996683000235,18.9776703333401
5,6,0.764450892501925,0.764450892501925,0.764450892501925,14.8449661181682,14.8802897214894,15.2456476057899,2.69589911283073,2.7025409730883,2.79676990927224,9.56100385701993,20.1289283793164,9.58330941423639,20.1772700287425,9.76397858361628,20.7273166279634
5,7,0.729705419631474,0.729705419631474,0.729705419631474,16.0000901286435,16.0049008360838,16.4453974261024,2.9260475105766,2.92692150720509,3.03707408949341,10.2650370079134,21.7351432493737,10.2681346819618,21.7416669902058,10.4927322106953,22.3980626415095
5,8,0.696539182126999,0.696539182126999,0.696539182126999,17.1023646032291,17.1540396399866,17.5913929017982,3.14558249009265,3.15539859853655,3.26669713308874,10.9370229226475,23.2677062838107,10.969458386855,23.3386208931183,11.1886665209442,23.9941192826521
5,9,0.664880401303823,0.664880401303823,0.664880401303823,18.1396708631854,18.1997752096352,18.681635815489,3.35444344751135,3.36612934532503,3.48541450181786,11.5649617060632,24.7143800203077,11.6021616927981,24.7973887264723,11.850223391926,25.513048239052
5,10,0.634660560929265,0.634660560929265,0.634660560929265,19.1410616104932,19.2101630484076,19.7239462241378,3.5542173816465,3.5679944856168,3.69488097110152,12.174795542466,26.1073276785203,12.2168938565987,26.2034322402165,12.4819795207789,26.9659129274968
6,1,0.520767669332953,0.520767669332953,0.520767669332953,15.512941559185,15.5247956148988,11.681129786251,2.51858575004879,2.51786736474843,1.77933543762415,10.5765134890893,20.4493696292806,10.5897755799919,20.4598156498057,8.19363232850767,15.1686272439943
6,2,0.497097975041151,0.497097975041151,0.497097975041151,15.5495920166083,15.5899495470327,11.970614999901,2.52191352545232,2.51828049288275,1.82308451190722,10.6066415067218,20.4925425264948,10.6541197809825,20.5257793130829,8.39736935656279,15.5438606432391
6,3,0.474504104885253,0.474504104885253,0.474504104885253,15.566481028243,15.6040552384656,12.2558228953589,2.52268087899857,2.51951547502853,1.86646661662492,10.6220265054058,20.5109355510802,10.6658049074097,20.5423055695215,8.59754832677403,15.9140974639437
6,4,0.452937160997924,0.452937160997924,0.452937160997924,15.5546521941676,15.5643521197233,12.5241683315285,2.51957981912553,2.5185780201936,1.90742219339244,10.6162757486815,20.4930286396536,10.6279392001438,20.5007650393027,8.78562083247934,16.2627158305777
6,5,0.432350467995361,0.432350467995361,0.432350467995361,15.6189764183101,15.5422892301236,12.7828415596462,2.52309101147026,2.51510088101859,1.94697669083549,10.6737180358284,20.5642348007919,10.6126915033272,20.47188695692,8.96676724560864,16.5989158736838
6,6,0.412699471961993,0.412699471961993,0.412699471961993,15.5874001261524,15.5085095806454,13.0309776165618,2.5185050419726,2.51098272245262,1.98513944435511,10.6511302438861,20.5236700084187,10.5869834446383,20.4300357166525,9.1401043056258,16.9218509274978
6,7,0.393941644026474,0.393941644026474,0.393941644026474,15.6265416909375,15.6369616049849,13.2679937581239,2.51937691646398,2.51859504118827,2.02136288625625,10.6885629346681,20.564520447207,10.7005153242559,20.573407885714,9.3061225010616,17.2298650151861
6,8,0.376036388320297,0.376036388320297,0.376036388320297,16.0309499709803,15.9622289256481,13.4951020629962,2.58827202628639,2.57517633572955,2.05590130415307,10.957936799459,21.1039631425017,10.9148833076181,21.009574543678,9.46553550685615,17.5246686191362
6,9,0.358944954119829,0.358944954119829,0.358944954119829,16.6347510928689,15.2051179437976,13.2071597757264,2.79657165915528,2.51512792239244,2.09782623792704,11.1534706409246,22.1160315448133,10.2754672159084,20.1347686716868,9.09542034938943,17.3188992020634
6,10,0.342630351981636,0.342630351981636,0.342630351981636,16.3169635630882,14.6565487012635,12.9123060252681,2.78871215646709,2.51770070444269,2.1525799070367,10.8510877364127,21.7828393897638,9.72185532055588,19.5912420819712,8.69324940747615,17.13136264306
7,1,1.35978648079467,1.35978648079467,1.35978648079467,-38.559578181225,-38.559578181225,-38.559578181225,17.7034019959695,17.7034019959695,4.88116683912348,-73.2582460933253,-3.86091026912478,-73.2582460933253,-3.86091026912478,-48.126665185907,-28.992491176543
7,2,1.29798208663218,1.29798208663218,1.29798208663218,1.08701844309972,1.06271513694093,1.61357953630393,0.381482452669751,0.414366122191154,0.221741869096134,0.339312835867005,1.83472405033243,0.250557537446263,1.87487273643559,1.17896547287551,2.04819359973235
7,3,1.23898679756946,1.23898679756946,1.23898679756946,0.960628862295249,1.08001137154447,1.80408487795602,0.362247762071034,0.391332508652614,0.219928943241246,0.250623248636022,1.67063447595448,0.312999654585349,1.8470230885036,1.37302414920317,2.23514560670886
7,4,1.18267293544431,1.18267293544431,1.18267293544431,1.03287562787321,1.08761299550717,3.18725510773415,0.319729010928521,0.368174312802871,0.399224084595708,0.406206766453307,1.65954448929311,0.365991342413544,1.8092346486008,2.40477590192656,3.96973431354174
7,5,1.12891862526409,1.12891862526409,1.12891862526409,1.17084718877092,1.08744462228668,4.5641779131019,0.210808774282643,0.347386905362524,0.654350215998081,0.75766199117694,1.5840323863649,0.406566287776139,1.76832295679723,3.28165148974567,5.84670433645814
7,6,1.07760753144264,1.07760753144264,1.07760753144264,1.17278411470211,1.0840043484521,5.88684510934979,0.200866340901349,0.330148921473199,0.912395506975661,0.77908608653547,1.56648214286876,0.436912462364632,1.73109623453957,4.0985499156775,7.67514030302209
7,7,1.02862860602574,1.02862860602574,1.02862860602574,1.01534517160654,1.07821905145817,7.15691187415693,0.290716393848757,0.31630515341109,1.16351161153985,0.44554103966298,1.58514930355011,0.458260950772431,1.6981771521439,4.87642911553883,9.43739463277503
7,8,0.981875848360082,0.981875848360082,0.981875848360082,1.04058557715755,1.09575355659452,8.37858677779658,0.278706729646095,0.302870290498986,1.40498731898142,0.494320387051199,1.58685076726389,0.502127787216506,1.68937932597253,5.62481163259299,11.1323619230002
7,9,0.937248075685645,0.937248075685645,0.937248075685645,1.06352101167169,1.11372475907591,9.5443858431757,0.268024576376389,0.291018162420742,1.63631480771835,0.538192841973964,1.58884918136941,0.543329160731257,1.68412035742056,6.33720882004774,12.7515628663037
7,10,0.894648704155007,0.894648704155007,0.894648704155007,1.15178621436218,1.20307589430184,11.0218043313775,0.257766803951715,0.283385733783277,1.97483657173137,0.646563278616819,1.65700915010754,0.647639856086617,1.75851193251706,7.15112465078402,14.892484011971
8,1,0.658460022005963,0.658460022005963,0.658460022005963,2.964660346871,2.88209809741986,3.48769544153233,0.48172033093863,0.488856046893857,0.36316605972987,2.02048849823129,3.90883219551072,1.9239402455079,3.84025594933182,2.77588996446178,4.19950091860287
8,2,0.62853199777931,0.62853199777931,0.62853199777931,3.13638047510077,3.05521796338105,3.67784015594167,0.498603966394601,0.502779334805279,0.394484891028464,2.15911670096736,4.11364424923419,2.06977046716271,4.0406654595994,2.90464976952588,4.45103054235746
8,3,0.599964248442819,0.599964248442819,0.599964248442819,3.29949464627315,3.24954629224403,3.85929714714536,0.514990237470069,0.516507886717298,0.424878858468438,2.29011378083181,4.30887551171449,2.23719083427813,4.26190175020994,3.02653458454722,4.6920597097435
8,4,0.57269494740337,0.57269494740337,0.57269494740337,3.46011569646454,3.42067285516946,4.03249550587398,0.532391962649276,0.533331616729275,0.454254358520326,2.41662744967196,4.50360394325712,2.37534288638008,4.46600282395884,3.14215696317414,4.92283404857382
8,5,0.546665078181917,0.546665078181917,0.546665078181917,3.61852326392606,3.58716404390711,4.1978121497453,0.550658111185092,0.550046845934634,0.482565014219919,2.53923336600328,4.69781316184884,2.50907222587523,4.665255861939,3.25198472187426,5.14363957761634
8,6,0.52181830668947,0.52181830668947,0.52181830668947,3.77490977172318,3.7511822991384,4.35557913629281,0.569705075258069,0.568869699358874,0.509794279050325,2.65828782421737,4.891531719229,2.636197688395,4.86616690988179,3.35638234935417,5.35477592323145
8,7,0.498100859308325,0.498100859308325,0.498100859308325,3.92987777881171,3.90618305568041,4.50664292082754,0.589402040722972,0.587856687653365,0.53606578126249,2.77464977899468,5.08510577862873,2.75398394787982,5.05838216348101,3.45595398955306,5.55733185210202
8,8,0.475461406514695,0.475461406514695,0.475461406514695,4.07274638828572,4.06361472509217,4.64944065291169,0.607446875862193,0.608230159307958,0.560834379485238,2.88215051159582,5.26334226497562,2.87148361284857,5.25574583733577,3.55020526912062,5.74867603670276
8,9,0.453850951790867,0.453850951790867,0.453850951790867,4.33657947034481,4.28615091442188,4.78733463859694,0.629096107412196,0.626499653269442,0.584570289275382,3.1035510998169,5.56960784087271,3.05821159401377,5.51409023482999,3.64157687161719,5.93309240557669
8,10,0.433222725586477,0.433222725586477,0.433222725586477,4.48875219740234,4.4573907469269,4.92965848634722,0.647590687214956,0.647744094641033,0.607512224504538,3.21947445046102,5.75802994434365,3.18781232143048,5.72696917242333,3.73893452631832,6.12038244637611
9,1,1.25897526616278,1.25897526616278,1.25897526616278,0.921423866072497,0.945426556736757,1.87992218093319,0.227133764826043,0.250811652234118,0.230130988863751,0.476241687013451,1.36660604513154,0.453835718357886,1.43701739511563,1.42886544276024,2.33097891910614
9,2,1.2017528972911,1.2017528972911,1.2017528972911,0.671177375651345,0.728351336039155,4.09916165087326,0.223296746890256,0.239835142685268,0.553973378109987,0.233515751746444,1.10883899955625,0.258274456376031,1.19842821570228,3.01337382977769,5.18494947196884
9,3,1.14713137339811,1.14713137339811,1.14713137339811,0.667030256267463,0.745373475573156,6.11005809709525,0.21475289703355,0.224575699546825,0.910799341966014,0.246114578081704,1.08794593445322,0.30520510446138,1.18554184668493,4.32489138684186,7.89522480734864
9,4,1.09499248206554,1.09499248206554,1.09499248206554,0.663826199731959,0.773028697756002,8.01499801103235,0.207694629763497,0.2122417692204,1.25886448618283,0.256744725395504,1.07090767406841,0.357034830084018,1.18902256542799,5.54762361811401,10.4823724039507
9,5,1.04522338381197,1.04522338381197,1.04522338381197,0.478589783326301,0.550075838774012,9.74037296055696,0.219596331257048,0.24186283411942,1.59312562124373,0.0481809740624865,0.908998592590116,0.0760246838999482,1.02412699364808,6.61784674291925,12.8628991781947
9,6,0.997716367884575,0.997716367884575,0.997716367884575,0.458570946018876,0.548963152965818,11.3084187884404,0.217803804772523,0.232088380087616,1.91271285842303,0.0316754886647316,0.88546640337302,0.0940699279940906,1.00385637793754,7.55950158593127,15.0573359909496
9,7,0.952368619150472,0.952368619150472,0.952368619150472,0.48884978467005,0.720708353418484,12.9968056791338,0.210590490740718,0.196728353636457,2.22507237827703,0.076092422818243,0.901607146521857,0.33512078029103,1.10629592654594,8.63566381771084,17.3579475405568
9,8,0.909081995583245,0.909081995583245,0.909081995583245,14.411374330683,14.466898240252,14.6980085755353,2.50032346711254,2.50994003549051,2.54599681798477,9.51074033514237,19.3120083262235,9.54741577069056,19.3863807098134,9.70785481228511,19.6881623387854
9,9,0.867762815863047,0.867762815863047,0.867762815863047,16.2041074938977,16.2503269623744,16.5107656888093,2.88140910797208,2.89510661507265,2.94296478113676,10.5565456422725,21.851669345523,10.575917996832,21.9247359279168,10.7425547177812,22.2789766598373
9,10,0.828321656630599,0.828321656630599,0.828321656630599,17.998316612585,18.0226089087116,18.341189488318,3.26312348735716,3.27272971430257,3.34003806744471,11.6025945773649,24.394038647805,11.6080586686785,24.4371591487446,11.7947148761263,24.8876641005096
10,1,0.227602716211588,0.227602716211588,0.227602716211588,6.86829736362811,8.01227850110734,8.00084381825781,8.16134645977866,8.25797428996865,8.25789266122528,-9.12794169753805,22.8645364247943,-8.17335110723121,24.1979081094459,-8.18462579774375,24.1863134342594
10,2,0.217257821491812,0.217257821491812,0.217257821491812,6.40159429462803,7.52596829803218,7.51453361518266,8.31167937181179,8.4032875178738,8.40320748562636,-9.88929727412309,22.6924858633791,-8.94447523700047,23.9964118330648,-8.955753056645,23.9848202870103
10,3,0.207383118202722,0.207383118202722,0.207383118202722,5.95832868753928,6.48898412116629,7.04903049307986,8.45617360232442,8.48476468706814,8.54283801414842,-10.6157715730166,22.5324289480951,-10.1411546654873,23.1191229078199,-9.69493201465104,23.7929930008108
10,4,0.197957235418127,0.197957235418127,0.197957235418127,5.53945604472224,6.61703475272182,6.60559667469402,8.59601176175032,8.67791147766471,8.67780478081737,-11.3087270083084,22.3876390977529,-10.391671743501,23.6257412489446,-10.402900695708,23.6140940450961
10,5,0.188959773553416,0.188959773553416,0.188959773553416,5.14015488309911,6.19146734912164,6.18002927109385,8.72944883531713,8.80673186543877,8.8066228356436,-11.9695648341225,22.2498746003207,-11.0697271071383,23.4526618053816,-11.0809514867676,23.4410100289553
10,6,0.180371260216583,0.180371260216583,0.180371260216583,4.74754806376691,5.78444742056669,5.77282434853561,8.85397266494227,8.93065729431659,8.93080661836189,-12.6062383595199,22.1013344870538,-11.7196408762938,23.2885357174272,-11.7315566234537,23.2772053205249
10,7,0.172173108065889,0.172173108065889,0.172173108065889,4.38439330395825,5.39329591482526,5.38165887117637,8.97698343797313,9.04962766627242,9.04977681848143,-13.2104942344691,21.9792808423856,-12.3439743110687,23.1305661407192,-12.3559036930472,23.1192214354
10,8,0.164347574582966,0.164347574582966,0.164347574582966,4.0424895758928,5.02245034237388,5.01081329872497,9.09538365959557,9.16427259826573,9.164404346525,-13.7844623969145,21.8694415487001,-12.9395239502269,22.9844246349747,-12.951419220464,22.973045817914
10,9,0.156877723674286,0.156877723674286,0.156877723674286,3.73725540765516,4.66947787433984,4.68238194911567,9.20390149726468,9.26832249806204,9.26871279327868,-14.3023915269836,21.7769023422939,-13.4964342218617,22.8353899705414,-13.4842951257105,22.8490590239419
10,10,0.149747389017911,0.149747389017911,0.149747389017911,3.37159985868728,4.34081643211605,4.32941621480009,9.29939690820816,9.3936142749085,9.39345763930361,-14.8552180814007,21.5984177987753,-14.0706675467046,22.7523004109367,-14.081760758235,22.7405931878352
11,1,1.14354093874917,1.14354093874917,1.14354093874917,1.49145989999427,1.49140203022072,1.24716677775954,0.390049610536555,0.390564058263663,0.20716782844309,0.726962663342619,2.25595713664591,0.72589647602394,2.2569075844175,0.84111783401108,1.65321572150799
11,2,1.09156523821265,1.09156523821265,1.09156523821265,1.48589641626347,1.48414880401562,1.24608736407653,0.398365032633036,0.399839021532306,0.20630310702182,0.705100952302725,2.26669188022422,0.700464321812297,2.26783328621894,0.841733274313768,1.6504414538393
11,3,1.04195191348159,1.04195191348159,1.04195191348159,1.84672679316828,1.77191731512552,1.39432924991929,0.417703321075546,0.417299288185759,0.204588512498454,1.02802828386021,2.66542530247635,0.954010710281435,2.58982391996961,0.993335765422319,1.79532273441626
11,4,0.994593590929696,0.994593590929696,0.994593590929696,2.30370195442649,2.19671439615869,1.6835937354052,0.45755878303819,0.45319631615262,0.226429380977216,1.40688673967164,3.20051716918134,1.30844961649956,3.08497917581783,1.23979214868986,2.12739532212054
11,5,0.949387777227693,0.949387777227693,0.949387777227693,3.03766717506445,2.6659939482838,1.96679661275429,0.527665454497708,0.504352945269975,0.25831165095103,2.00344288424894,4.07189146587996,1.67746217555465,3.65452572101295,1.46050577689028,2.47308744861831
11,6,0.906236637526304,0.906236637526304,0.906236637526304,3.45332942668501,3.05224497910149,2.23865349400522,0.585990273509262,0.557987537355724,0.296211994446062,2.30478849060686,4.60187036276316,1.95858940588427,4.14590055231871,1.65807798489094,2.81922900311951
11,7,0.865046783721143,0.865046783721143,0.865046783721143,3.79323245999889,3.3986463434505,2.49840314827546,0.640109860257681,0.611723586351044,0.336592772569356,2.53861713389384,5.04784778610395,2.19966811420245,4.59762457269854,1.83868131403952,3.15812498251139
11,8,0.8257290723413,0.8257290723413,0.8257290723413,4.0888660523264,3.71080369554905,2.74600147994468,0.690457768720348,0.663650652313564,0.377734579995107,2.73556882563451,5.44216327901828,2.41004841701446,5.01155897408364,2.00564170315427,3.48636125673509
11,9,0.788198411624196,0.788198411624196,0.788198411624196,4.34147456765605,3.99087266635905,2.98262778440437,0.73628862630954,0.712508821439269,0.418685754867657,2.89834886008935,5.78460027522275,2.59435537633808,5.38738995638001,2.16200370486377,3.80325186394498
11,10,0.752373577359186,0.752373577359186,0.752373577359186,4.55945240460099,4.23994039785851,3.20818545667229,0.777990753091658,0.757719063307166,0.458885420060915,3.03459052854134,6.08431428066064,2.75481103377646,5.72506976194056,2.3087700333529,4.10760087999169
12,1,0.903705502859072,0.903705502859072,0.903705502859072,2.4375973509286,2.43824076984036,2.56533258673714,0.371321285034671,0.37141629855259,0.287978728771142,1.70980763226065,3.16538706959656,1.71026482467728,3.16621671500344,2.0008942783457,3.12977089512858
