"n","B","j","lambda_relax","lambda_tmle","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,3,54,0.013426698925132,0.013426698925132,1.44714260533473,1.38569026905042,1.24806738864835,1.20686638677889,1.64621782202111,1.56451415132196
500,3,55,0.0128164347370478,0.0128164347370478,1.44438314701457,1.38763559546115,1.24611675054403,1.20875977532839,1.6426495434851,1.56651141559391
500,3,56,0.0122339079981561,0.0122339079981561,1.43859606847196,1.38973800390764,1.24041352541007,1.21073400517505,1.63677861153385,1.56874200264023
500,3,57,0.0116778579985828,0.0116778579985828,1.46897770420725,1.38836515630418,1.25859450933274,1.20951714872083,1.67936089908176,1.56721316388754
500,3,58,0.0111470813296633,0.0111470813296633,1.47088242806714,1.38789362478622,1.26056362000283,1.20908348287728,1.68120123613145,1.56670376669516
500,3,59,0.010640429279514,0.010640429279514,1.44035406687949,1.3878350299162,1.22741947949084,1.20888340387869,1.65328865426815,1.5667866559537
500,3,60,0.0101568053469795,0.0101568053469795,1.44863107601607,1.38846000217994,1.22522822542789,1.20947159788626,1.67203392660425,1.56744840647363
500,3,61,0.00969516286857394,0.00969516286857394,1.45122188890771,1.39029639296665,1.2241650648328,1.21131312235369,1.67827871298263,1.56927966357962
500,3,62,0.00925450275328238,0.00925450275328238,1.44911406644636,1.38831979622864,1.22123464331518,1.20920056779069,1.67699348957754,1.5674390246666
500,3,63,0.00883387132031839,0.00883387132031839,1.4800862716517,1.39113289609559,1.2519848505883,1.21286761615346,1.70818769271511,1.56939817603773
500,3,64,0.00843235823515915,0.00843235823515915,1.49491014808295,1.39162875379507,1.26268633225453,1.21350299103349,1.72713396391138,1.56975451655665
500,3,65,0.00804909453939088,0.00804909453939088,1.49475418039274,1.39073514034708,1.2626837549743,1.21235526027082,1.72682460581117,1.56911502042334
500,3,66,0.00768325077010076,0.00768325077010076,1.49734867840453,1.39013004217644,1.26511330169263,1.21208648980113,1.72958405511643,1.56817359455175
500,3,67,0.00733403516474553,0.00733403516474553,1.49410192831754,1.39085292455526,1.26226777963145,1.21259584460373,1.72593607700364,1.5691100045068
500,3,68,0.00700069194761146,0.00700069194761146,1.49802114862507,1.39206222464221,1.26721447059953,1.21377656738285,1.72882782665061,1.57034788190157
500,3,69,0.00668249969415745,0.00668249969415745,1.49610727367763,1.39220324261978,1.26403648566548,1.21375368077364,1.72817806168979,1.57065280446591
500,3,70,0.00637876976970117,0.00637876976970117,1.50103828519861,1.39204153788208,1.26859970994611,1.21346548571154,1.73347686045111,1.57061759005262
500,3,71,0.00608884483906942,0.00608884483906942,1.49674156796738,1.38999598682992,1.26223571204058,1.2109448922854,1.73124742389418,1.56904708137443
500,3,72,0.00581209744398708,0.00581209744398708,1.48471644307213,1.38990707759083,1.24786271397733,1.21067883403055,1.72157017216693,1.56913532115111
500,4,1,0.0947098188253001,0.0947098188253001,1.34468227328504,1.32457755273458,1.17334447441637,1.15569564755128,1.5160200721537,1.49345945791789
500,4,2,0.0904051113904121,0.0904051113904121,1.33724978425974,1.32492113863327,1.16664708433118,1.15609074217397,1.50785248418829,1.49375153509257
500,4,3,0.0862960595520591,0.0862960595520591,1.32949872602503,1.31976558105494,1.15894236924323,1.15097301409338,1.50005508280684,1.4885581480165
500,4,4,0.0786297554633605,0.0786297554633605,1.33443040116132,1.32280364374054,1.16412282153653,1.15389123469577,1.50473798078612,1.49171605278532
500,4,5,0.0750559117252482,0.0750559117252482,1.32695986139464,1.31934491815123,1.15636222247862,1.15013612738012,1.49755750031066,1.48855370892233
500,4,6,0.0716445047006826,0.0716445047006826,1.32532039991799,1.3171159020114,1.1555042997353,1.14802944561986,1.49513650010069,1.48620235840293
500,4,7,0.065279804363603,0.065279804363603,1.32555282903819,1.31717094841457,1.15448762833317,1.14808021153988,1.49661802974321,1.48626168528926
500,4,8,0.0623127365064637,0.0623127365064637,1.32588316473781,1.31714412755156,1.15479268255243,1.14805346740894,1.49697364692318,1.48623478769417
500,4,9,0.0594805264626205,0.0594805264626205,1.31424951599669,1.31720582941011,1.1422928892507,1.14809544442315,1.48620614274269,1.48631621439706
500,4,10,0.0567770447363278,0.0567770447363278,1.31295585593812,1.31676938832336,1.14075017564739,1.14701694831867,1.48516153622886,1.48652182832804
500,4,11,0.0541964404268816,0.0541964404268816,1.31935124161287,1.31423658837045,1.14718739380775,1.14449914370326,1.491515089418,1.48397403303764
500,4,12,0.0449948369726151,0.0449948369726151,1.32090853177124,1.31609953088982,1.14832648716661,1.14580568113905,1.49349057637587,1.48639338064059
500,4,13,0.0429497521899605,0.0429497521899605,1.32865430689537,1.31673421352287,1.1563830234248,1.14644398351351,1.50092559036594,1.48702444353223
500,4,14,0.0409976196669351,0.0409976196669351,1.32292285302859,1.31364023212412,1.15047604716051,1.1426237738817,1.49536965889668,1.48465669036654
500,4,15,0.0391342145798817,0.0391342145798817,1.32523198532198,1.31647653628205,1.15324639383243,1.14543427912348,1.49721757681153,1.48751879344061
500,4,16,0.0373555041298991,0.0373555041298991,1.32466281622304,1.31542053909448,1.15282209146643,1.14433591707737,1.49650354097965,1.48650516111158
